#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
italian_group;Italian;;;;;;;;;x
PROV1072;Faroya;Faroya;Faroya;;Faroya;;;;;;;;;x
PROV1073;Hjälmaren;Hjälmaren;Hjälmaren;;Hjälmaren;;;;;;;;;x
PROV1074;Vättern;Vättern;Vättern;;Vättern;;;;;;;;;x
PROV1075;Vänern;Vänern;Vänern;;Vänern;;;;;;;;;x
PROV1076;White Sea;Mer Blanche;Weißmeer;;Mar Blanco;;;;;;;;;x
PROV1077;Strait of Dover;Détroit de Douvres;Straße von Dover;;Paso de Calais;;;;;;;;;x
PROV1078;The Solent;Le Solent;Der Solent;;The Solent;;;;;;;;;x
PROV1079;Land's End;Land's End;Land's End;;Finisterre;;;;;;;;;x
PROV1080;St. George's Channel;Canal Saint-Georges;St.-Georgs-Kanal;;Canal de San Jorge;;;;;;;;;x
PROV1081;Sea of Azov;Mer d'Azov;See von Azov;;Mar de Azov;;;;;;;;;x
PROV1109;Pripyat;Pripyat;Pripyat;;Prípiat;;;;;;;;;x
PROV1110;Daugava;Daugava;Düna;;Daugava;;;;;;;;;x
PROV1111;Dnieper;Dniepr;Dnepr;;Dniéper;;;;;;;;;x
PROV1112;Loire;Loire;Loire;;Loira;;;;;;;;;x
PROV1113;Loire;Loire;Loire;;Loira;;;;;;;;;x
PROV1114;Seine;Seine;Seine;;Sena;;;;;;;;;x
PROV1115;Seine;Seine;Seine;;Sena;;;;;;;;;x
PROV1116;Rhine;Rhin;Rhein;;Rin;;;;;;;;;x
PROV1117;Rhine;Rhin;Rhein;;Rin;;;;;;;;;x
PROV1118;Rhine;Rhin;Rhein;;Rin;;;;;;;;;x
PROV1119;Elbe;Elbe;Elbe;;Elba;;;;;;;;;x
PROV1120;Elbe;Elbe;Elbe;;Elba;;;;;;;;;x
PROV1121;Elbe;Elbe;Elbe;;Elba;;;;;;;;;x
PROV1122;Elbe;Elbe;Elbe;;Elba;;;;;;;;;x
PROV1123;Elbe;Elbe;Elbe;;Elba;;;;;;;;;x
PROV1124;Vistula;Vistule;Weichsel;;Vístula;;;;;;;;;x
PROV1125;Vistula;Vistule;Weichsel;;Vístula;;;;;;;;;x
PROV1126;Vistula;Vistule;Weichsel;;Vístula;;;;;;;;;x
PROV1127;Vistula;Vistule;Weichsel;;Vístula;;;;;;;;;x
PROV1128;Vistula;Vistule;Weichsel;;Vístula;;;;;;;;;x
PROV1129;Dniester;Dniester;Dnister;;Dniéster;;;;;;;;;x
PROV1130;Dniester;Dniester;Dnister;;Dniéster;;;;;;;;;x
PROV1131;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1132;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1133;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1134;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1135;Northern Caspian Sea;Nord de la mer Caspienne;Nördliches Kaspisches Meer;;Mar Caspio del Norte;;;;;;;;;x
PROV1136;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1137;Southern Caspian Sea;Sud de la mer Caspienne;Südliches Kaspisches Meer;;Mar Caspio del Sur;;;;;;;;;x
PROV1138;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1139;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1140;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1141;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1142;Danube;Danube;Donau;;Danubio;;;;;;;;;x
PROV1143;Dnieper;Dniepr;Dnepr;;Dniéper;;;;;;;;;x
PROV1144;Dnieper;Dniepr;Dnepr;;Dniéper;;;;;;;;;x
PROV1145;Dnieper;Dniepr;Dnepr;;Dniéper;;;;;;;;;x
PROV1146;Desna;Desna;Desna;;Desná;;;;;;;;;x
PROV1147;Desna;Desna;Desna;;Desná;;;;;;;;;x
PROV1148;Desna;Desna;Desna;;Desná;;;;;;;;;x
PROV1149;Dnieper;Dniepr;Dnepr;;Dniéper;;;;;;;;;x
PROV1150;Dnieper;Dniepr;Dnepr;;Dniéper;;;;;;;;;x
